FileStatus,LeftFileName,RightFileName,LeftFilePath,RightFilePath,LeftNumberOfLines,RightNumberOfLines,LeftFileNamePWeaver,LeftLeafFileName,RightLeafFileName
RightOnly,,#pweaver#at_addcons.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#at_addcons.shlp.xml,,44,,,at_addcons.shlp.xml
RightOnly,,#pweaver#at_aoe.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#at_aoe.shlp.xml,,43,,,at_aoe.shlp.xml
RightOnly,,#pweaver#at_aoe.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#at_aoe.view.xml,,49,,,at_aoe.view.xml
RightOnly,,#pweaver#at_curr.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#at_curr.view.xml,,49,,,at_curr.view.xml
RightOnly,,#pweaver#at_curr_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#at_curr_sh.shlp.xml,,43,,,at_curr_sh.shlp.xml
RightOnly,,#pweaver#at_eam.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#at_eam.shlp.xml,,43,,,at_eam.shlp.xml
RightOnly,,#pweaver#at_eam.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#at_eam.view.xml,,49,,,at_eam.view.xml
RightOnly,,#pweaver#at_uom_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#at_uom_sh.shlp.xml,,43,,,at_uom_sh.shlp.xml
RightOnly,,#pweaver#awb_no.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#awb_no.dtel.xml,,24,,,awb_no.dtel.xml
RightOnly,,#pweaver#border_sub.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#border_sub.doma.xml,,15,,,border_sub.doma.xml
RightOnly,,#pweaver#border_sub.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#border_sub.dtel.xml,,23,,,border_sub.dtel.xml
RightOnly,,#pweaver#buscas.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#buscas.view.xml,,49,,,buscas.view.xml
RightOnly,,#pweaver#business_case.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#business_case.dtel.xml,,24,,,business_case.dtel.xml
RightOnly,,#pweaver#bus_case_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#bus_case_sh.shlp.xml,,43,,,bus_case_sh.shlp.xml
RightOnly,,#pweaver#canceldat.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#canceldat.dtel.xml,,23,,,canceldat.dtel.xml
RightOnly,,#pweaver#cancelposiible.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#cancelposiible.dtel.xml,,23,,,cancelposiible.dtel.xml
RightOnly,,#pweaver#circust.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#circust.dtel.xml,,23,,,circust.dtel.xml
RightOnly,,#pweaver#clsids.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#clsids.dtel.xml,,23,,,clsids.dtel.xml
RightOnly,,#pweaver#code.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#code.dtel.xml,,16,,,code.dtel.xml
RightOnly,,#pweaver#con.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#con.dtel.xml,,23,,,con.dtel.xml
RightOnly,,#pweaver#consold.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#consold.dtel.xml,,23,,,consold.dtel.xml
RightOnly,,#pweaver#constel.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#constel.dtel.xml,,23,,,constel.dtel.xml
RightOnly,,#pweaver#constell.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#constell.doma.xml,,15,,,constell.doma.xml
RightOnly,,#pweaver#container.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#container.dtel.xml,,24,,,container.dtel.xml
RightOnly,,#pweaver#containernos.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#containernos.dtel.xml,,23,,,containernos.dtel.xml
RightOnly,,#pweaver#custaut.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#custaut.view.xml,,49,,,custaut.view.xml
RightOnly,,#pweaver#custauth_za.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#custauth_za.shlp.xml,,43,,,custauth_za.shlp.xml
RightOnly,,#pweaver#custof.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#custof.view.xml,,49,,,custof.view.xml
RightOnly,,#pweaver#customs_add.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#customs_add.dtel.xml,,24,,,customs_add.dtel.xml
RightOnly,,#pweaver#customs_auth.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#customs_auth.dtel.xml,,24,,,customs_auth.dtel.xml
RightOnly,,#pweaver#custom_exit_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#custom_exit_sh.shlp.xml,,43,,,custom_exit_sh.shlp.xml
RightOnly,,#pweaver#custom_office_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#custom_office_sh.shlp.xml,,43,,,custom_office_sh.shlp.xml
RightOnly,,#pweaver#cust_ae.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#cust_ae.dtel.xml,,16,,,cust_ae.dtel.xml
RightOnly,,#pweaver#cust_pv.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#cust_pv.dtel.xml,,16,,,cust_pv.dtel.xml
RightOnly,,#pweaver#ddoccode.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#ddoccode.doma.xml,,16,,,ddoccode.doma.xml
RightOnly,,#pweaver#ddoccode.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#ddoccode.dtel.xml,,23,,,ddoccode.dtel.xml
RightOnly,,#pweaver#declara.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#declara.view.xml,,49,,,declara.view.xml
RightOnly,,#pweaver#declarant.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#declarant.dtel.xml,,24,,,declarant.dtel.xml
RightOnly,,#pweaver#declarant.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#declarant.shlp.xml,,43,,,declarant.shlp.xml
RightOnly,,#pweaver#dec_pr.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#dec_pr.view.xml,,49,,,dec_pr.view.xml
RightOnly,,#pweaver#dec_prc_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#dec_prc_sh.shlp.xml,,43,,,dec_prc_sh.shlp.xml
RightOnly,,#pweaver#dec_pro.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#dec_pro.dtel.xml,,15,,,dec_pro.dtel.xml
RightOnly,,#pweaver#dec_type.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#dec_type.doma.xml,,15,,,dec_type.doma.xml
RightOnly,,#pweaver#dec_type.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#dec_type.dtel.xml,,23,,,dec_type.dtel.xml
RightOnly,,#pweaver#des1.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#des1.dtel.xml,,21,,,des1.dtel.xml
RightOnly,,#pweaver#des2.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#des2.dtel.xml,,21,,,des2.dtel.xml
RightOnly,,#pweaver#desc9.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#desc9.dtel.xml,,16,,,desc9.dtel.xml
RightOnly,,#pweaver#docadd.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#docadd.dtel.xml,,23,,,docadd.dtel.xml
RightOnly,,#pweaver#doccode.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#doccode.tabl.xml,,48,,,doccode.tabl.xml
RightOnly,,#pweaver#doccode_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#doccode_sh.shlp.xml,,41,,,doccode_sh.shlp.xml
RightOnly,,#pweaver#docdetals.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#docdetals.dtel.xml,,23,,,docdetals.dtel.xml
RightOnly,,#pweaver#docment.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#docment.view.xml,,49,,,docment.view.xml
RightOnly,,#pweaver#docref1.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#docref1.dtel.xml,,23,,,docref1.dtel.xml
RightOnly,,#pweaver#documentaion.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#documentaion.shlp.xml,,43,,,documentaion.shlp.xml
RightOnly,,#pweaver#docvalue.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#docvalue.dtel.xml,,23,,,docvalue.dtel.xml
RightOnly,,#pweaver#end_rec.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#end_rec.dtel.xml,,16,,,end_rec.dtel.xml
RightOnly,,#pweaver#eur1.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#eur1.dtel.xml,,23,,,eur1.dtel.xml
RightOnly,,#pweaver#expcpdf.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#expcpdf.dtel.xml,,23,,,expcpdf.dtel.xml
RightOnly,,#pweaver#export.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#export.view.xml,,49,,,export.view.xml
RightOnly,,#pweaver#exporter.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#exporter.dtel.xml,,24,,,exporter.dtel.xml
RightOnly,,#pweaver#exporter.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#exporter.shlp.xml,,43,,,exporter.shlp.xml
RightOnly,,#pweaver#fhelpde.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#fhelpde.dtel.xml,,21,,,fhelpde.dtel.xml
RightOnly,,#pweaver#fhelpen.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#fhelpen.dtel.xml,,21,,,fhelpen.dtel.xml
RightOnly,,#pweaver#freight_cost.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#freight_cost.dtel.xml,,24,,,freight_cost.dtel.xml
RightOnly,,#pweaver#gettyp.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#gettyp.tabl.xml,,85,,,gettyp.tabl.xml
RightOnly,,#pweaver#gross_wt.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#gross_wt.dtel.xml,,16,,,gross_wt.dtel.xml
RightOnly,,#pweaver#inco.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#inco.doma.xml,,15,,,inco.doma.xml
RightOnly,,#pweaver#inco.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#inco.dtel.xml,,23,,,inco.dtel.xml
RightOnly,,#pweaver#incode.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#incode.dtel.xml,,21,,,incode.dtel.xml
RightOnly,,#pweaver#incoen.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#incoen.dtel.xml,,21,,,incoen.dtel.xml
RightOnly,,#pweaver#incoter.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#incoter.view.xml,,49,,,incoter.view.xml
RightOnly,,#pweaver#inco_loc.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#inco_loc.dtel.xml,,24,,,inco_loc.dtel.xml
RightOnly,,#pweaver#inco_term.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#inco_term.doma.xml,,15,,,inco_term.doma.xml
RightOnly,,#pweaver#inco_term.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#inco_term.dtel.xml,,23,,,inco_term.dtel.xml
RightOnly,,#pweaver#inco_term.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#inco_term.shlp.xml,,43,,,inco_term.shlp.xml
RightOnly,,#pweaver#invoice.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#invoice.dtel.xml,,24,,,invoice.dtel.xml
RightOnly,,#pweaver#invoicepdf.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#invoicepdf.dtel.xml,,23,,,invoicepdf.dtel.xml
RightOnly,,#pweaver#licence.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#licence.dtel.xml,,23,,,licence.dtel.xml
RightOnly,,#pweaver#lineid.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#lineid.dtel.xml,,23,,,lineid.dtel.xml
RightOnly,,#pweaver#load_point.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#load_point.dtel.xml,,24,,,load_point.dtel.xml
RightOnly,,#pweaver#motlicence.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#motlicence.dtel.xml,,23,,,motlicence.dtel.xml
RightOnly,,#pweaver#motnat.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#motnat.view.xml,,49,,,motnat.view.xml
RightOnly,,#pweaver#motnational_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#motnational_sh.shlp.xml,,43,,,motnational_sh.shlp.xml
RightOnly,,#pweaver#mot_border.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#mot_border.doma.xml,,15,,,mot_border.doma.xml
RightOnly,,#pweaver#mot_border.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#mot_border.dtel.xml,,23,,,mot_border.dtel.xml
RightOnly,,#pweaver#mot_dom.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#mot_dom.doma.xml,,66,,,mot_dom.doma.xml
RightOnly,,#pweaver#mot_dom.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#mot_dom.dtel.xml,,23,,,mot_dom.dtel.xml
RightOnly,,#pweaver#mrn.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#mrn.dtel.xml,,23,,,mrn.dtel.xml
RightOnly,,#pweaver#mrnpdf.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#mrnpdf.dtel.xml,,23,,,mrnpdf.dtel.xml
RightOnly,,#pweaver#netpr.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#netpr.doma.xml,,17,,,netpr.doma.xml
RightOnly,,#pweaver#netpr.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#netpr.dtel.xml,,23,,,netpr.dtel.xml
RightOnly,,#pweaver#office.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#office.view.xml,,49,,,office.view.xml
RightOnly,,#pweaver#packtp.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#packtp.view.xml,,49,,,packtp.view.xml
RightOnly,,#pweaver#pack_type.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#pack_type.dtel.xml,,24,,,pack_type.dtel.xml
RightOnly,,#pweaver#pactyp_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#pactyp_sh.shlp.xml,,43,,,pactyp_sh.shlp.xml
RightOnly,,#pweaver#pak_sign.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#pak_sign.dtel.xml,,16,,,pak_sign.dtel.xml
RightOnly,,#pweaver#pay_mode.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#pay_mode.doma.xml,,36,,,pay_mode.doma.xml
RightOnly,,#pweaver#pay_mode.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#pay_mode.dtel.xml,,23,,,pay_mode.dtel.xml
RightOnly,,#pweaver#preced1.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#preced1.shlp.xml,,43,,,preced1.shlp.xml
RightOnly,,#pweaver#preced1.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#preced1.view.xml,,49,,,preced1.view.xml
RightOnly,,#pweaver#predoc1.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#predoc1.dtel.xml,,23,,,predoc1.dtel.xml
RightOnly,,#pweaver#procedr.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#procedr.view.xml,,49,,,procedr.view.xml
RightOnly,,#pweaver#proced_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#proced_sh.shlp.xml,,43,,,proced_sh.shlp.xml
RightOnly,,#pweaver#processstatus.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#processstatus.dtel.xml,,23,,,processstatus.dtel.xml
RightOnly,,#pweaver#pwmodule1.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#pwmodule1.dtel.xml,,23,,,pwmodule1.dtel.xml
RightOnly,,#pweaver#ref.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#ref.dtel.xml,,23,,,ref.dtel.xml
RightOnly,,#pweaver#refno.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#refno.dtel.xml,,16,,,refno.dtel.xml
RightOnly,,#pweaver#restartpossible.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#restartpossible.dtel.xml,,23,,,restartpossible.dtel.xml
RightOnly,,#pweaver#return.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#return.dtel.xml,,23,,,return.dtel.xml
RightOnly,,#pweaver#sat_sta.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#sat_sta.dtel.xml,,23,,,sat_sta.dtel.xml
RightOnly,,#pweaver#sat_sta1.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#sat_sta1.doma.xml,,15,,,sat_sta1.doma.xml
RightOnly,,#pweaver#schb_hts_description1.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#schb_hts_description1.dtel.xml,,23,,,schb_hts_description1.dtel.xml
RightOnly,,#pweaver#ship_dat.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#ship_dat.dtel.xml,,24,,,ship_dat.dtel.xml
RightOnly,,#pweaver#ship_method.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#ship_method.dtel.xml,,24,,,ship_method.dtel.xml
RightOnly,,#pweaver#state_origin.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#state_origin.dtel.xml,,24,,,state_origin.dtel.xml
RightOnly,,#pweaver#state_sh.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#state_sh.shlp.xml,,43,,,state_sh.shlp.xml
RightOnly,,#pweaver#subcont.view.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#subcont.view.xml,,49,,,subcont.view.xml
RightOnly,,#pweaver#subcontractor.shlp.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#subcontractor.shlp.xml,,43,,,subcontractor.shlp.xml
RightOnly,,#pweaver#subcontractr.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#subcontractr.dtel.xml,,23,,,subcontractr.dtel.xml
RightOnly,,#pweaver#suffix.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#suffix.dtel.xml,,23,,,suffix.dtel.xml
RightOnly,,#pweaver#supportdoc.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#supportdoc.dtel.xml,,23,,,supportdoc.dtel.xml
RightOnly,,#pweaver#traffic.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#traffic.dtel.xml,,23,,,traffic.dtel.xml
RightOnly,,#pweaver#trans_rout.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#trans_rout.dtel.xml,,16,,,trans_rout.dtel.xml
RightOnly,,#pweaver#updatepossible.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#updatepossible.dtel.xml,,23,,,updatepossible.dtel.xml
RightOnly,,#pweaver#valid.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#valid.dtel.xml,,23,,,valid.dtel.xml
RightOnly,,#pweaver#value.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#value.dtel.xml,,24,,,value.dtel.xml
RightOnly,,#pweaver#value1.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#value1.dtel.xml,,23,,,value1.dtel.xml
RightOnly,,#pweaver#value3.doma.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#value3.doma.xml,,16,,,value3.doma.xml
RightOnly,,#pweaver#via_c.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#via_c.dtel.xml,,16,,,via_c.dtel.xml
RightOnly,,#pweaver#wtsum.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-atlas\src\#pweaver#wtsum.dtel.xml,,16,,,wtsum.dtel.xml
RightOnly,,#pweaver#bps.msag.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bps.msag.xml,,20,,,bps.msag.xml
RightOnly,,#pweaver#bpsaddress.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpsaddress.tabl.xml,,121,,,bpsaddress.tabl.xml
RightOnly,,#pweaver#bpsblock.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpsblock.tabl.xml,,28,,,bpsblock.tabl.xml
RightOnly,,#pweaver#bpsblockcode.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpsblockcode.dtel.xml,,23,,,bpsblockcode.dtel.xml
RightOnly,,#pweaver#bpscust.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpscust.tabl.xml,,77,,,bpscust.tabl.xml
RightOnly,,#pweaver#bpsdata_check_so.prog.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpsdata_check_so.prog.abap,,268,,,bpsdata_check_so.prog.abap
RightOnly,,#pweaver#bpsdata_check_so.prog.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpsdata_check_so.prog.xml,,20,,,bpsdata_check_so.prog.xml
RightOnly,,#pweaver#bpskeys.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpskeys.tabl.xml,,79,,,bpskeys.tabl.xml
RightOnly,,#pweaver#bpsmail.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpsmail.tabl.xml,,48,,,bpsmail.tabl.xml
RightOnly,,#pweaver#bpsord.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpsord.tabl.xml,,51,,,bpsord.tabl.xml
RightOnly,,#pweaver#bpspassword.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpspassword.dtel.xml,,23,,,bpspassword.dtel.xml
RightOnly,,#pweaver#bpspl.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpspl.tabl.xml,,77,,,bpspl.tabl.xml
RightOnly,,#pweaver#bpsso.tabl.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpsso.tabl.xml,,82,,,bpsso.tabl.xml
RightOnly,,#pweaver#bpsusername.dtel.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bpsusername.dtel.xml,,23,,,bpsusername.dtel.xml
RightOnly,,#pweaver#bps_email.prog.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bps_email.prog.abap,,292,,,bps_email.prog.abap
RightOnly,,#pweaver#bps_email.prog.xml,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bps_email.prog.xml,,21,,,bps_email.prog.xml
RightOnly,,#pweaver#bps_remove_block_auth.prog.abap,,D:\Work\SAP\BaseCode\elemicatms-xc-sap-bps\src\#pweaver#bps_remove_block_auth.prog.abap,,60,,,bps_remove_block_auth.prog.abap
