FileStatus,LeftFileName,RightFileName,LeftFilePath,RightFilePath,LeftNumberOfLines,RightNumberOfLines,LeftFileNamePWeaver,LeftLeafFileName,RightLeafFileName
Both,#pwss#gelexit.fugr.xml,#pweaver#gelexit.fugr.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwdt\src\#pwss#gelexit.fugr.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-gel\src\#pweaver#gelexit.fugr.xml,990,990,#pweaver#gelexit.fugr.xml,gelexit.fugr.xml,gelexit.fugr.xml
Both,#pwss#gelexits.tobj.xml,#pweaver#gelexits.tobj.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwdt\src\#pwss#gelexits.tobj.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-gel\src\#pweaver#gelexits.tobj.xml,44,44,#pweaver#gelexits.tobj.xml,gelexits.tobj.xml,gelexits.tobj.xml
Both,#pwss#lprio.dtel.xml,#pweaver#lprio.dtel.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwdt\src\#pwss#lprio.dtel.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#lprio.dtel.xml,23,23,#pweaver#lprio.dtel.xml,lprio.dtel.xml,lprio.dtel.xml
Both,#pwss#cl_del_hu_process.clas.abap,#pweaver#cl_del_hu_process.clas.abap,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_del_hu_process.clas.abap,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_del_hu_process.clas.abap,1707,2586,#pweaver#cl_del_hu_process.clas.abap,cl_del_hu_process.clas.abap,cl_del_hu_process.clas.abap
Both,#pwss#cl_del_hu_process.clas.xml,#pweaver#cl_del_hu_process.clas.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_del_hu_process.clas.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_del_hu_process.clas.xml,333,411,#pweaver#cl_del_hu_process.clas.xml,cl_del_hu_process.clas.xml,cl_del_hu_process.clas.xml
Both,#pwss#cl_globaldata.clas.abap,#pweaver#cl_globaldata.clas.abap,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_globaldata.clas.abap,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_globaldata.clas.abap,451,506,#pweaver#cl_globaldata.clas.abap,cl_globaldata.clas.abap,cl_globaldata.clas.abap
Both,#pwss#cl_globaldata.clas.xml,#pweaver#cl_globaldata.clas.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_globaldata.clas.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_globaldata.clas.xml,262,169,#pweaver#cl_globaldata.clas.xml,cl_globaldata.clas.xml,cl_globaldata.clas.xml
Both,#pwss#cl_packmaterial.clas.abap,#pweaver#cl_packmaterial.clas.abap,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_packmaterial.clas.abap,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_packmaterial.clas.abap,89,89,#pweaver#cl_packmaterial.clas.abap,cl_packmaterial.clas.abap,cl_packmaterial.clas.abap
Both,#pwss#cl_packmaterial.clas.xml,#pweaver#cl_packmaterial.clas.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_packmaterial.clas.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_packmaterial.clas.xml,54,54,#pweaver#cl_packmaterial.clas.xml,cl_packmaterial.clas.xml,cl_packmaterial.clas.xml
Both,#pwss#cl_routingguide.clas.abap,#pweaver#cl_routingguide.clas.abap,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_routingguide.clas.abap,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_routingguide.clas.abap,533,554,#pweaver#cl_routingguide.clas.abap,cl_routingguide.clas.abap,cl_routingguide.clas.abap
Both,#pwss#cl_routingguide.clas.xml,#pweaver#cl_routingguide.clas.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_routingguide.clas.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_routingguide.clas.xml,308,308,#pweaver#cl_routingguide.clas.xml,cl_routingguide.clas.xml,cl_routingguide.clas.xml
Both,#pwss#cl_sap_outputs.clas.abap,#pweaver#cl_sap_outputs.clas.abap,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_sap_outputs.clas.abap,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_sap_outputs.clas.abap,148,134,#pweaver#cl_sap_outputs.clas.abap,cl_sap_outputs.clas.abap,cl_sap_outputs.clas.abap
Both,#pwss#cl_sap_outputs.clas.xml,#pweaver#cl_sap_outputs.clas.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_sap_outputs.clas.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_sap_outputs.clas.xml,145,67,#pweaver#cl_sap_outputs.clas.xml,cl_sap_outputs.clas.xml,cl_sap_outputs.clas.xml
Both,#pwss#cl_sernr_process.clas.abap,#pweaver#cl_sernr_process.clas.abap,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_sernr_process.clas.abap,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_sernr_process.clas.abap,394,396,#pweaver#cl_sernr_process.clas.abap,cl_sernr_process.clas.abap,cl_sernr_process.clas.abap
Both,#pwss#cl_sernr_process.clas.xml,#pweaver#cl_sernr_process.clas.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_sernr_process.clas.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_sernr_process.clas.xml,153,159,#pweaver#cl_sernr_process.clas.xml,cl_sernr_process.clas.xml,cl_sernr_process.clas.xml
Both,#pwss#cl_shipment_hu.clas.abap,#pweaver#cl_shipment_hu.clas.abap,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_shipment_hu.clas.abap,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_shipment_hu.clas.abap,1903,1903,#pweaver#cl_shipment_hu.clas.abap,cl_shipment_hu.clas.abap,cl_shipment_hu.clas.abap
Both,#pwss#cl_shipment_hu.clas.xml,#pweaver#cl_shipment_hu.clas.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#cl_shipment_hu.clas.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#cl_shipment_hu.clas.xml,305,305,#pweaver#cl_shipment_hu.clas.xml,cl_shipment_hu.clas.xml,cl_shipment_hu.clas.xml
Both,#pwss#ecs_read_document.clas.abap,#pweaver#ecs_read_document.clas.abap,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#ecs_read_document.clas.abap,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#ecs_read_document.clas.abap,2495,4687,#pweaver#ecs_read_document.clas.abap,ecs_read_document.clas.abap,ecs_read_document.clas.abap
Both,#pwss#ecs_read_document.clas.xml,#pweaver#ecs_read_document.clas.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-pwoo\src\#pwss#ecs_read_document.clas.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwoo\src\#pweaver#ecs_read_document.clas.xml,640,906,#pweaver#ecs_read_document.clas.xml,ecs_read_document.clas.xml,ecs_read_document.clas.xml
Both,#pwss#extaddr.cus0.xml,#pweaver#extaddr.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#extaddr.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#extaddr.cus0.xml,23,23,#pweaver#extaddr.cus0.xml,extaddr.cus0.xml,extaddr.cus0.xml
Both,#pwss#extaddr.cus1.xml,#pweaver#extaddr.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#extaddr.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#extaddr.cus1.xml,29,29,#pweaver#extaddr.cus1.xml,extaddr.cus1.xml,extaddr.cus1.xml
Both,#pwss#extaddr.cus2.xml,#pweaver#extaddr.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#extaddr.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#extaddr.cus2.xml,30,30,#pweaver#extaddr.cus2.xml,extaddr.cus2.xml,extaddr.cus2.xml
Both,#pwss#img_cconfig.cus0.xml,#pweaver#img_cconfig.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_cconfig.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_cconfig.cus0.xml,23,23,#pweaver#img_cconfig.cus0.xml,img_cconfig.cus0.xml,img_cconfig.cus0.xml
Both,#pwss#img_cconfig.cus1.xml,#pweaver#img_cconfig.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_cconfig.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_cconfig.cus1.xml,29,29,#pweaver#img_cconfig.cus1.xml,img_cconfig.cus1.xml,img_cconfig.cus1.xml
Both,#pwss#img_cconfig.cus2.xml,#pweaver#img_cconfig.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_cconfig.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_cconfig.cus2.xml,30,30,#pweaver#img_cconfig.cus2.xml,img_cconfig.cus2.xml,img_cconfig.cus2.xml
Both,#pwss#img_consol.cus0.xml,#pweaver#img_consol.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_consol.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_consol.cus0.xml,23,23,#pweaver#img_consol.cus0.xml,img_consol.cus0.xml,img_consol.cus0.xml
Both,#pwss#img_consol.cus1.xml,#pweaver#img_consol.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_consol.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_consol.cus1.xml,29,29,#pweaver#img_consol.cus1.xml,img_consol.cus1.xml,img_consol.cus1.xml
Both,#pwss#img_consol.cus2.xml,#pweaver#img_consol.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_consol.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_consol.cus2.xml,30,30,#pweaver#img_consol.cus2.xml,img_consol.cus2.xml,img_consol.cus2.xml
Both,#pwss#img_custacc.cus0.xml,#pweaver#img_custacc.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_custacc.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_custacc.cus0.xml,23,23,#pweaver#img_custacc.cus0.xml,img_custacc.cus0.xml,img_custacc.cus0.xml
Both,#pwss#img_custacc.cus1.xml,#pweaver#img_custacc.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_custacc.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_custacc.cus1.xml,29,29,#pweaver#img_custacc.cus1.xml,img_custacc.cus1.xml,img_custacc.cus1.xml
Both,#pwss#img_custacc.cus2.xml,#pweaver#img_custacc.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_custacc.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_custacc.cus2.xml,30,30,#pweaver#img_custacc.cus2.xml,img_custacc.cus2.xml,img_custacc.cus2.xml
Both,#pwss#img_ecsfm.cus0.xml,#pweaver#img_ecsfm.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_ecsfm.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_ecsfm.cus0.xml,23,23,#pweaver#img_ecsfm.cus0.xml,img_ecsfm.cus0.xml,img_ecsfm.cus0.xml
Both,#pwss#img_ecsfm.cus1.xml,#pweaver#img_ecsfm.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_ecsfm.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_ecsfm.cus1.xml,29,29,#pweaver#img_ecsfm.cus1.xml,img_ecsfm.cus1.xml,img_ecsfm.cus1.xml
Both,#pwss#img_ecsfm.cus2.xml,#pweaver#img_ecsfm.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_ecsfm.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_ecsfm.cus2.xml,30,30,#pweaver#img_ecsfm.cus2.xml,img_ecsfm.cus2.xml,img_ecsfm.cus2.xml
Both,#pwss#img_fuel.cus0.xml,#pweaver#img_fuel.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_fuel.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_fuel.cus0.xml,23,23,#pweaver#img_fuel.cus0.xml,img_fuel.cus0.xml,img_fuel.cus0.xml
Both,#pwss#img_fuel.cus1.xml,#pweaver#img_fuel.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_fuel.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_fuel.cus1.xml,29,29,#pweaver#img_fuel.cus1.xml,img_fuel.cus1.xml,img_fuel.cus1.xml
Both,#pwss#img_fuel.cus2.xml,#pweaver#img_fuel.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_fuel.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_fuel.cus2.xml,30,30,#pweaver#img_fuel.cus2.xml,img_fuel.cus2.xml,img_fuel.cus2.xml
Both,#pwss#img_hazard.cus2.xml,#pweaver#img_hazard.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_hazard.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_hazard.cus2.xml,30,30,#pweaver#img_hazard.cus2.xml,img_hazard.cus2.xml,img_hazard.cus2.xml
Both,#pwss#img_ltlclas.cus0.xml,#pweaver#img_ltlclas.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_ltlclas.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_ltlclas.cus0.xml,23,23,#pweaver#img_ltlclas.cus0.xml,img_ltlclas.cus0.xml,img_ltlclas.cus0.xml
Both,#pwss#img_ltlclas.cus1.xml,#pweaver#img_ltlclas.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_ltlclas.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_ltlclas.cus1.xml,29,29,#pweaver#img_ltlclas.cus1.xml,img_ltlclas.cus1.xml,img_ltlclas.cus1.xml
Both,#pwss#img_ltlclas.cus2.xml,#pweaver#img_ltlclas.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_ltlclas.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_ltlclas.cus2.xml,30,30,#pweaver#img_ltlclas.cus2.xml,img_ltlclas.cus2.xml,img_ltlclas.cus2.xml
Both,#pwss#img_norange.cus0.xml,#pweaver#img_norange.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_norange.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_norange.cus0.xml,23,23,#pweaver#img_norange.cus0.xml,img_norange.cus0.xml,img_norange.cus0.xml
Both,#pwss#img_norange.cus1.xml,#pweaver#img_norange.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_norange.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_norange.cus1.xml,29,29,#pweaver#img_norange.cus1.xml,img_norange.cus1.xml,img_norange.cus1.xml
Both,#pwss#img_norange.cus2.xml,#pweaver#img_norange.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_norange.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_norange.cus2.xml,30,30,#pweaver#img_norange.cus2.xml,img_norange.cus2.xml,img_norange.cus2.xml
Both,#pwss#img_pk01.cus0.xml,#pweaver#img_pk01.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_pk01.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#img_pk01.cus0.xml,23,23,#pweaver#img_pk01.cus0.xml,img_pk01.cus0.xml,img_pk01.cus0.xml
Both,#pwss#img_pk01.cus1.xml,#pweaver#img_pk01.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_pk01.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#img_pk01.cus1.xml,29,29,#pweaver#img_pk01.cus1.xml,img_pk01.cus1.xml,img_pk01.cus1.xml
Both,#pwss#img_pk01.cus2.xml,#pweaver#img_pk01.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_pk01.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#img_pk01.cus2.xml,30,30,#pweaver#img_pk01.cus2.xml,img_pk01.cus2.xml,img_pk01.cus2.xml
Both,#pwss#img_product.cus0.xml,#pweaver#img_product.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_product.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_product.cus0.xml,23,23,#pweaver#img_product.cus0.xml,img_product.cus0.xml,img_product.cus0.xml
Both,#pwss#img_product.cus1.xml,#pweaver#img_product.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_product.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_product.cus1.xml,29,29,#pweaver#img_product.cus1.xml,img_product.cus1.xml,img_product.cus1.xml
Both,#pwss#img_product.cus2.xml,#pweaver#img_product.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_product.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_product.cus2.xml,30,30,#pweaver#img_product.cus2.xml,img_product.cus2.xml,img_product.cus2.xml
Both,#pwss#img_shipacc.cus0.xml,#pweaver#img_shipacc.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipacc.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipacc.cus0.xml,23,23,#pweaver#img_shipacc.cus0.xml,img_shipacc.cus0.xml,img_shipacc.cus0.xml
Both,#pwss#img_shipacc.cus1.xml,#pweaver#img_shipacc.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipacc.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipacc.cus1.xml,29,29,#pweaver#img_shipacc.cus1.xml,img_shipacc.cus1.xml,img_shipacc.cus1.xml
Both,#pwss#img_shipacc.cus2.xml,#pweaver#img_shipacc.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipacc.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipacc.cus2.xml,30,30,#pweaver#img_shipacc.cus2.xml,img_shipacc.cus2.xml,img_shipacc.cus2.xml
Both,#pwss#img_shipdim.cus0.xml,#pweaver#img_shipdim.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipdim.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipdim.cus0.xml,23,23,#pweaver#img_shipdim.cus0.xml,img_shipdim.cus0.xml,img_shipdim.cus0.xml
Both,#pwss#img_shipdim.cus1.xml,#pweaver#img_shipdim.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipdim.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipdim.cus1.xml,29,29,#pweaver#img_shipdim.cus1.xml,img_shipdim.cus1.xml,img_shipdim.cus1.xml
Both,#pwss#img_shipdim.cus2.xml,#pweaver#img_shipdim.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipdim.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipdim.cus2.xml,30,30,#pweaver#img_shipdim.cus2.xml,img_shipdim.cus2.xml,img_shipdim.cus2.xml
Both,#pwss#img_shipper.cus0.xml,#pweaver#img_shipper.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipper.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipper.cus0.xml,23,23,#pweaver#img_shipper.cus0.xml,img_shipper.cus0.xml,img_shipper.cus0.xml
Both,#pwss#img_shipper.cus1.xml,#pweaver#img_shipper.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipper.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipper.cus1.xml,29,29,#pweaver#img_shipper.cus1.xml,img_shipper.cus1.xml,img_shipper.cus1.xml
Both,#pwss#img_shipper.cus2.xml,#pweaver#img_shipper.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipper.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipper.cus2.xml,30,30,#pweaver#img_shipper.cus2.xml,img_shipper.cus2.xml,img_shipper.cus2.xml
Both,#pwss#img_shipurl.cus0.xml,#pweaver#img_shipurl.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipurl.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipurl.cus0.xml,23,23,#pweaver#img_shipurl.cus0.xml,img_shipurl.cus0.xml,img_shipurl.cus0.xml
Both,#pwss#img_shipurl.cus1.xml,#pweaver#img_shipurl.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipurl.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipurl.cus1.xml,29,29,#pweaver#img_shipurl.cus1.xml,img_shipurl.cus1.xml,img_shipurl.cus1.xml
Both,#pwss#img_shipurl.cus2.xml,#pweaver#img_shipurl.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_shipurl.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_shipurl.cus2.xml,30,30,#pweaver#img_shipurl.cus2.xml,img_shipurl.cus2.xml,img_shipurl.cus2.xml
Both,#pwss#img_sig.cus0.xml,#pweaver#img_sig.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_sig.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#img_sig.cus0.xml,23,23,#pweaver#img_sig.cus0.xml,img_sig.cus0.xml,img_sig.cus0.xml
Both,#pwss#img_sig.cus1.xml,#pweaver#img_sig.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_sig.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#img_sig.cus1.xml,29,29,#pweaver#img_sig.cus1.xml,img_sig.cus1.xml,img_sig.cus1.xml
Both,#pwss#img_sig.cus2.xml,#pweaver#img_sig.cus2.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_sig.cus2.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-pwdt\src\#pweaver#img_sig.cus2.xml,30,30,#pweaver#img_sig.cus2.xml,img_sig.cus2.xml,img_sig.cus2.xml
Both,#pwss#img_trkurl.cus0.xml,#pweaver#img_trkurl.cus0.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_trkurl.cus0.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_trkurl.cus0.xml,23,23,#pweaver#img_trkurl.cus0.xml,img_trkurl.cus0.xml,img_trkurl.cus0.xml
Both,#pwss#img_trkurl.cus1.xml,#pweaver#img_trkurl.cus1.xml,D:\Work\SAP\ABB\elemicatms-xc-sap-abb-in-pwss-sprocf\src\#pwss#img_trkurl.cus1.xml,D:\Work\SAP\BaseCode\elemicatms-xc-sap-ecs\src\#pweaver#img_trkurl.cus1.xml,29,29,#pweaver#img_trkurl.cus1.xml,img_trkurl.cus1.xml,img_trkurl.cus1.xml
